"Date","ISO","Country","Scale","Note"
19/03/2020,"CRI","Costa Rica","National",
19/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
19/03/2020,"CYP","Cyprus","National",
19/03/2020,"CZE","Czechia","National",
19/03/2020,"DEU","Germany","National",
19/03/2020,"DNK","Denmark","National",
19/03/2020,"DOM","Dominican Republic","National",
19/03/2020,"DZA","Algeria","National",
19/03/2020,"ECU","Ecuador","National",
19/03/2020,"EGY","Egypt","National",
19/03/2020,"ESP","Spain","National",
19/03/2020,"EST","Estonia","National",
19/03/2020,"ETH","Ethiopia","National",
19/03/2020,"FIN","Finland","National",
19/03/2020,"FRA","France","National",
19/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
19/03/2020,"GAB","Gabon","National",
19/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","Localized",
19/03/2020,"GEO","Georgia","National",
19/03/2020,"GHA","Ghana","National",
19/03/2020,"GMB","Gambia","National",
19/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
19/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
19/03/2020,"GRC","Greece","National",
19/03/2020,"GRD","Grenada","National",
19/03/2020,"GRL","Greenland","Localized",
19/03/2020,"GTM","Guatemala","National",
19/03/2020,"HND","Honduras","National",
19/03/2020,"HRV","Croatia","National",
19/03/2020,"HUN","Hungary","National",
19/03/2020,"IDN","Indonesia","Localized",
19/03/2020,"IND","India","Localized",
19/03/2020,"IRL","Ireland","National",
19/03/2020,"IRN","Iran (Islamic Republic of)","National",
19/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
19/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
19/03/2020,"ISR","Israel","National",
19/03/2020,"ITA","Italy","National",
19/03/2020,"JAM","Jamaica","National",
19/03/2020,"JOR","Jordan","National",
19/03/2020,"JPN","Japan","National",
19/03/2020,"KAZ","Kazakhstan","National",
19/03/2020,"KEN","Kenya","National",
19/03/2020,"KGZ","Kyrgyzstan ","National",
19/03/2020,"KHM","Cambodia","National",
19/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
19/03/2020,"KWT","Kuwait","National",
19/03/2020,"LAO","Lao PDR","National",
19/03/2020,"LBN","Lebanon","National",
19/03/2020,"LBR","Liberia","National",
19/03/2020,"LBY","Libya","National",
19/03/2020,"LCA","Saint Lucia","National",
19/03/2020,"LIE","Liechtenstein","National",
19/03/2020,"LKA","Sri Lanka","National",
19/03/2020,"LSO","Lesotho","National",
19/03/2020,"LTU","Lithuania","National",
19/03/2020,"LUX","Luxembourg","National",
19/03/2020,"LVA","Latvia","National",
19/03/2020,"MAR","Morocco","National",
19/03/2020,"MCO","Monaco","National",
19/03/2020,"MDA","Republic of Moldova","National",
19/03/2020,"MDV","Maldives","National",
19/03/2020,"MKD","North Macedonia","National",
19/03/2020,"MLI","Mali","National",
19/03/2020,"MLT","Malta","National",
19/03/2020,"MMR","Myanmar","Localized",
19/03/2020,"MNE","Montenegro ","National",
19/03/2020,"MNG","Mongolia","National",
19/03/2020,"MRT","Mauritania ","National",
19/03/2020,"MSR","Montserrat","National",
19/03/2020,"MUS","Mauritius","National",
19/03/2020,"MYS","Malaysia","National",
19/03/2020,"NAM","Namibia  ","National",
19/03/2020,"NLD","Netherlands","National",
19/03/2020,"NOR","Norway","National",
19/03/2020,"NPL","Nepal","National",
19/03/2020,"PAK","Pakistan ","National",
19/03/2020,"PAN","Panama","National",
19/03/2020,"PER","Peru","National",
19/03/2020,"PHL","Philippines","Localized",
19/03/2020,"POL","Poland","National",
19/03/2020,"PRK","Democratic People's Republic of Korea","National",
19/03/2020,"PRT","Portugal","National",
19/03/2020,"PRY","Paraguay ","National",
19/03/2020,"PSE","Palestine","National",
19/03/2020,"QAT","Qatar","National",
19/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
19/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
19/03/2020,"RWA","Rwanda ","National",
19/03/2020,"SAU","Saudi Arabia","National",
19/03/2020,"SDN","Sudan","National",
19/03/2020,"SEN","Senegal","National",
19/03/2020,"SLV","El Salvador","National",
19/03/2020,"SMR","San Marino","National",
19/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
19/03/2020,"SRB","Serbia","National",
19/03/2020,"SVK","Slovakia","National",
19/03/2020,"SVN","Slovenia","National",
19/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
19/03/2020,"SWZ","Eswatini","National",
19/03/2020,"SYC","Seychelles","Localized",
19/03/2020,"SYR","Syria Arab Republic","National",
19/03/2020,"THA","Thailand","National",
19/03/2020,"TTO","Trinidad and Tobago","National",
19/03/2020,"TUN","Tunisia","National",
19/03/2020,"TUR","Turkey","National",
19/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
19/03/2020,"UKR","Ukraine","National",
19/03/2020,"URY","Uruguay","National",
19/03/2020,"USA","United States of America","Localized",
19/03/2020,"UZB","Uzbekistan","National",
19/03/2020,"VCT","Saint Vincent and the Grenadines","National",
19/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
19/03/2020,"VGB","British Virgin Islands","National",
19/03/2020,"VNM","Viet Nam","Localized","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
19/03/2020,"YEM","Yemen","Localized",
19/03/2020,"ZAF","South Africa","National",
20/03/2020,"AFG","Afghanistan","National",
20/03/2020,"ALB","Albania","National",
20/03/2020,"AND","Andorra","National",
20/03/2020,"ARE","United Arab Emirates","National",
20/03/2020,"ARG","Argentina ","National",
20/03/2020,"ARM","Armenia","National",
20/03/2020,"AUS","Australia","Localized",
20/03/2020,"AUT","Austria","National",
20/03/2020,"AZE","Azerbaijan","National",
20/03/2020,"BEL","Belgium","National",
20/03/2020,"BFA","Burkina Faso ","National",
20/03/2020,"BGD","Bangladesh","National",
20/03/2020,"BGR","Bulgaria","National",
20/03/2020,"BHR","Bahrain","National",
20/03/2020,"BHS","Bahamas","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"BIH","Bosnia and Herzegovina","National",
20/03/2020,"BOL","Bolivia (Plurinational State of)","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"BRA","Brazil","Localized","While 11 of 26 states and the Federal District have anticipated school break, 15 states in Brazil have announced state-wide school closures"
20/03/2020,"BRN","Brunei Darussalam","National",
20/03/2020,"BTN","Bhutan","National",
20/03/2020,"BWA","Botswana","National",
20/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
20/03/2020,"CHE","Switzerland","National",
20/03/2020,"CHL","Chile","National",
20/03/2020,"CHN","China","National",
20/03/2020,"CHN","China, Hong Kong Special Administrative Region","National",
20/03/2020,"CHN","China, Macao Special Administrative Region","National",
20/03/2020,"CIV","Cote d'Ivoire","National",
20/03/2020,"CMR","Cameroon","National",
20/03/2020,"COD","Democratic Republic of the Congo","National",
20/03/2020,"COL","Colombia","National",
20/03/2020,"COM","Comoros","National",
20/03/2020,"CRI","Costa Rica","National",
20/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"CYP","Cyprus","National",
20/03/2020,"CZE","Czechia","National",
20/03/2020,"DEU","Germany","National",
20/03/2020,"DJI","Djibouti","National",
20/03/2020,"DNK","Denmark","National",
20/03/2020,"DOM","Dominican Republic","National",
20/03/2020,"DZA","Algeria","National",
20/03/2020,"ECU","Ecuador","National",
20/03/2020,"EGY","Egypt","National",
20/03/2020,"ESP","Spain","National",
20/03/2020,"EST","Estonia","National",
20/03/2020,"ETH","Ethiopia","National",
20/03/2020,"FIN","Finland","National",
20/03/2020,"FJI","Fiji","National",
20/03/2020,"FRA","France","National",
20/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
20/03/2020,"GAB","Gabon","National",
20/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
20/03/2020,"GEO","Georgia","National",
20/03/2020,"GHA","Ghana","National",
20/03/2020,"GMB","Gambia","National",
20/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"GRC","Greece","National",
20/03/2020,"GRD","Grenada","National",
20/03/2020,"GRL","Greenland","Localized",
20/03/2020,"GTM","Guatemala","National",
20/03/2020,"HND","Honduras","National",
20/03/2020,"HRV","Croatia","National",
20/03/2020,"HTI","Haiti","National",
20/03/2020,"HUN","Hungary","National",
20/03/2020,"IDN","Indonesia","Localized",
20/03/2020,"IND","India","National",
20/03/2020,"IRL","Ireland","National",
20/03/2020,"IRN","Iran (Islamic Republic of)","National",
20/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
20/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
20/03/2020,"ISR","Israel","National",
20/03/2020,"ITA","Italy","National",
20/03/2020,"JAM","Jamaica","National",
20/03/2020,"JOR","Jordan","National",
20/03/2020,"JPN","Japan","National",
20/03/2020,"KAZ","Kazakhstan","National",
20/03/2020,"KEN","Kenya","National",
20/03/2020,"KGZ","Kyrgyzstan ","National",
20/03/2020,"KHM","Cambodia","National",
20/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
20/03/2020,"KWT","Kuwait","National",
20/03/2020,"LAO","Lao PDR","National",
20/03/2020,"LBN","Lebanon","National",
20/03/2020,"LBR","Liberia","National",
20/03/2020,"LBY","Libya","National",
20/03/2020,"LCA","Saint Lucia","National",
20/03/2020,"LIE","Liechtenstein","National",
20/03/2020,"LKA","Sri Lanka","National",
20/03/2020,"LSO","Lesotho","National",
20/03/2020,"LTU","Lithuania","National",
20/03/2020,"LUX","Luxembourg","National",
20/03/2020,"LVA","Latvia","National",
20/03/2020,"MAR","Morocco","National",
20/03/2020,"MCO","Monaco","National",
20/03/2020,"MDA","Republic of Moldova","National",
20/03/2020,"MDV","Maldives","National",
20/03/2020,"MKD","North Macedonia","National",
20/03/2020,"MLI","Mali","National",
20/03/2020,"MLT","Malta","National",
20/03/2020,"MMR","Myanmar","National",
20/03/2020,"MNE","Montenegro ","National",
20/03/2020,"MNG","Mongolia","National",
20/03/2020,"MRT","Mauritania ","National",
20/03/2020,"MSR","Montserrat","National",
20/03/2020,"MUS","Mauritius","National",
20/03/2020,"MYS","Malaysia","National",
20/03/2020,"NAM","Namibia  ","National",
20/03/2020,"NLD","Netherlands","National",
20/03/2020,"NOR","Norway","National",
20/03/2020,"NPL","Nepal","National",
20/03/2020,"PAK","Pakistan ","National",
20/03/2020,"PAN","Panama","National",
20/03/2020,"PER","Peru","National",
20/03/2020,"PHL","Philippines","Localized",
20/03/2020,"POL","Poland","National",
20/03/2020,"PRK","Democratic People's Republic of Korea","National",
20/03/2020,"PRT","Portugal","National",
20/03/2020,"PRY","Paraguay ","National",
20/03/2020,"PSE","Palestine","National",
20/03/2020,"QAT","Qatar","National",
20/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
20/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
20/03/2020,"RWA","Rwanda ","National",
20/03/2020,"SAU","Saudi Arabia","National",
20/03/2020,"SDN","Sudan","National",
20/03/2020,"SEN","Senegal","National",
20/03/2020,"SLV","El Salvador","National",
20/03/2020,"SMR","San Marino","National",
20/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"SRB","Serbia","National",
20/03/2020,"SSD","South Sudan","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"STP","São Tomé and Príncipe","National",
20/03/2020,"SVK","Slovakia","National",
20/03/2020,"SVN","Slovenia","National",
20/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
20/03/2020,"SWZ","Eswatini","National",
20/03/2020,"SYC","Seychelles","Localized",
20/03/2020,"SYR","Syria Arab Republic","National",
20/03/2020,"TCD","Chad","National",
20/03/2020,"TGO","Togo","National",
20/03/2020,"THA","Thailand","National",
20/03/2020,"TTO","Trinidad and Tobago","National",
20/03/2020,"TUN","Tunisia","National",
20/03/2020,"TUR","Turkey","National",
20/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"UGA","Uganda","National",
20/03/2020,"UKR","Ukraine","National",
20/03/2020,"URY","Uruguay","National",
20/03/2020,"USA","United States of America","Localized",
20/03/2020,"UZB","Uzbekistan","National",
20/03/2020,"VCT","Saint Vincent and the Grenadines","National",
20/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
20/03/2020,"VGB","British Virgin Islands","National",
20/03/2020,"VNM","Viet Nam","Localized","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
20/03/2020,"YEM","Yemen","Localized",
20/03/2020,"ZAF","South Africa","National",
20/03/2020,"ZMB","Zambia","National",
21/03/2020,"AFG","Afghanistan","National",
21/03/2020,"ALB","Albania","National",
21/03/2020,"AND","Andorra","National",
21/03/2020,"ARE","United Arab Emirates","National",
21/03/2020,"ARG","Argentina ","National",
21/03/2020,"ARM","Armenia","National",
21/03/2020,"AUS","Australia","Localized",
21/03/2020,"AUT","Austria","National",
21/03/2020,"AZE","Azerbaijan","National",
21/03/2020,"BEL","Belgium","National",
21/03/2020,"BFA","Burkina Faso ","National",
21/03/2020,"BGD","Bangladesh","National",
21/03/2020,"BGR","Bulgaria","National",
21/03/2020,"BHR","Bahrain","National",
21/03/2020,"BHS","Bahamas","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"BIH","Bosnia and Herzegovina","National",
21/03/2020,"BOL","Bolivia (Plurinational State of)","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"BRA","Brazil","Localized","While 11 of 26 states and the Federal District have anticipated school break, 15 states in Brazil have announced state-wide school closures"
21/03/2020,"BRN","Brunei Darussalam","National",
21/03/2020,"BTN","Bhutan","National",
21/03/2020,"BWA","Botswana","National",
21/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
21/03/2020,"CHE","Switzerland","National",
21/03/2020,"CHL","Chile","National",
21/03/2020,"CHN","China","National",
21/03/2020,"CHN","China, Hong Kong Special Administrative Region","National",
21/03/2020,"CHN","China, Macao Special Administrative Region","National",
21/03/2020,"CIV","Cote d'Ivoire","National",
21/03/2020,"CMR","Cameroon","National",
21/03/2020,"COD","Democratic Republic of the Congo","National",
21/03/2020,"COL","Colombia","National",
21/03/2020,"COM","Comoros","National",
21/03/2020,"CRI","Costa Rica","National",
21/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"CYP","Cyprus","National",
21/03/2020,"CZE","Czechia","National",
21/03/2020,"DEU","Germany","National",
21/03/2020,"DJI","Djibouti","National",
21/03/2020,"DNK","Denmark","National",
21/03/2020,"DOM","Dominican Republic","National",
21/03/2020,"DZA","Algeria","National",
21/03/2020,"ECU","Ecuador","National",
21/03/2020,"EGY","Egypt","National",
21/03/2020,"ESP","Spain","National",
21/03/2020,"EST","Estonia","National",
21/03/2020,"ETH","Ethiopia","National",
21/03/2020,"FIN","Finland","National",
21/03/2020,"FJI","Fiji","National",
21/03/2020,"FRA","France","National",
21/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
21/03/2020,"GAB","Gabon","National",
21/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
21/03/2020,"GEO","Georgia","National",
21/03/2020,"GHA","Ghana","National",
21/03/2020,"GMB","Gambia","National",
21/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"GRC","Greece","National",
21/03/2020,"GRD","Grenada","National",
21/03/2020,"GRL","Greenland","Localized",
21/03/2020,"GTM","Guatemala","National",
21/03/2020,"HND","Honduras","National",
21/03/2020,"HRV","Croatia","National",
21/03/2020,"HTI","Haiti","National",
21/03/2020,"HUN","Hungary","National",
21/03/2020,"IDN","Indonesia","Localized",
21/03/2020,"IND","India","National",
21/03/2020,"IRL","Ireland","National",
21/03/2020,"IRN","Iran (Islamic Republic of)","National",
21/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
21/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
21/03/2020,"ISR","Israel","National",
21/03/2020,"ITA","Italy","National",
21/03/2020,"JAM","Jamaica","National",
21/03/2020,"JOR","Jordan","National",
21/03/2020,"JPN","Japan","National",
21/03/2020,"KAZ","Kazakhstan","National",
21/03/2020,"KEN","Kenya","National",
21/03/2020,"KGZ","Kyrgyzstan ","National",
21/03/2020,"KHM","Cambodia","National",
21/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
21/03/2020,"KWT","Kuwait","National",
21/03/2020,"LAO","Lao PDR","National",
21/03/2020,"LBN","Lebanon","National",
21/03/2020,"LBR","Liberia","National",
21/03/2020,"LBY","Libya","National",
21/03/2020,"LCA","Saint Lucia","National",
21/03/2020,"LIE","Liechtenstein","National",
21/03/2020,"LKA","Sri Lanka","National",
21/03/2020,"LSO","Lesotho","National",
21/03/2020,"LTU","Lithuania","National",
21/03/2020,"LUX","Luxembourg","National",
21/03/2020,"LVA","Latvia","National",
21/03/2020,"MAR","Morocco","National",
21/03/2020,"MCO","Monaco","National",
21/03/2020,"MDA","Republic of Moldova","National",
21/03/2020,"MDG","Madagascar","National",
21/03/2020,"MDV","Maldives","National",
21/03/2020,"MKD","North Macedonia","National",
21/03/2020,"MLI","Mali","National",
21/03/2020,"MLT","Malta","National",
21/03/2020,"MMR","Myanmar","National",
21/03/2020,"MNE","Montenegro ","National",
21/03/2020,"MNG","Mongolia","National",
21/03/2020,"MRT","Mauritania ","National",
21/03/2020,"MSR","Montserrat","National",
21/03/2020,"MUS","Mauritius","National",
21/03/2020,"MYS","Malaysia","National",
21/03/2020,"NAM","Namibia  ","National",
21/03/2020,"NER","Niger","National",
21/03/2020,"NLD","Netherlands","National",
21/03/2020,"NOR","Norway","National",
21/03/2020,"NPL","Nepal","National",
21/03/2020,"PAK","Pakistan ","National",
21/03/2020,"PAN","Panama","National",
21/03/2020,"PER","Peru","National",
21/03/2020,"PHL","Philippines","Localized",
21/03/2020,"POL","Poland","National",
21/03/2020,"PRK","Democratic People's Republic of Korea","National",
21/03/2020,"PRT","Portugal","National",
21/03/2020,"PRY","Paraguay ","National",
21/03/2020,"PSE","Palestine","National",
21/03/2020,"QAT","Qatar","National",
21/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
21/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
21/03/2020,"RWA","Rwanda ","National",
21/03/2020,"SAU","Saudi Arabia","National",
21/03/2020,"SDN","Sudan","National",
21/03/2020,"SEN","Senegal","National",
21/03/2020,"SLV","El Salvador","National",
21/03/2020,"SMR","San Marino","National",
21/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"SRB","Serbia","National",
21/03/2020,"SSD","South Sudan","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"STP","São Tomé and Príncipe","National",
21/03/2020,"SVK","Slovakia","National",
21/03/2020,"SVN","Slovenia","National",
21/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
21/03/2020,"SWZ","Eswatini","National",
21/03/2020,"SYC","Seychelles","Localized",
21/03/2020,"SYR","Syria Arab Republic","National",
21/03/2020,"TCD","Chad","National",
21/03/2020,"TGO","Togo","National",
21/03/2020,"THA","Thailand","National",
21/03/2020,"TTO","Trinidad and Tobago","National",
21/03/2020,"TUN","Tunisia","National",
21/03/2020,"TUR","Turkey","National",
21/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"UGA","Uganda","National",
21/03/2020,"UKR","Ukraine","National",
21/03/2020,"URY","Uruguay","National",
21/03/2020,"USA","United States of America","Localized",
21/03/2020,"UZB","Uzbekistan","National",
21/03/2020,"VCT","Saint Vincent and the Grenadines","National",
21/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
21/03/2020,"VGB","British Virgin Islands","National",
21/03/2020,"VNM","Viet Nam","Localized","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
21/03/2020,"YEM","Yemen","Localized",
21/03/2020,"ZAF","South Africa","National",
21/03/2020,"ZMB","Zambia","National",
22/03/2020,"AFG","Afghanistan","National",
22/03/2020,"ALB","Albania","National",
22/03/2020,"AND","Andorra","National",
22/03/2020,"ARE","United Arab Emirates","National",
22/03/2020,"ARG","Argentina ","National",
22/03/2020,"ARM","Armenia","National",
22/03/2020,"AUS","Australia","Localized",
22/03/2020,"AUT","Austria","National",
22/03/2020,"AZE","Azerbaijan","National",
22/03/2020,"BEL","Belgium","National",
22/03/2020,"BFA","Burkina Faso ","National",
22/03/2020,"BGD","Bangladesh","National",
22/03/2020,"BGR","Bulgaria","National",
22/03/2020,"BHR","Bahrain","National",
22/03/2020,"BHS","Bahamas","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"BIH","Bosnia and Herzegovina","National",
22/03/2020,"BOL","Bolivia (Plurinational State of)","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"BRA","Brazil","Localized","While 11 of 26 states and the Federal District have anticipated school break, 15 states in Brazil have announced state-wide school closures"
22/03/2020,"BRN","Brunei Darussalam","National",
22/03/2020,"BTN","Bhutan","National",
22/03/2020,"BWA","Botswana","National",
22/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
22/03/2020,"CHE","Switzerland","National",
22/03/2020,"CHL","Chile","National",
22/03/2020,"CHN","China","National",
22/03/2020,"CHN","China, Hong Kong Special Administrative Region","National",
22/03/2020,"CHN","China, Macao Special Administrative Region","National",
22/03/2020,"CIV","Cote d'Ivoire","National",
22/03/2020,"CMR","Cameroon","National",
22/03/2020,"COD","Democratic Republic of the Congo","National",
22/03/2020,"COL","Colombia","National",
22/03/2020,"COM","Comoros","National",
22/03/2020,"CRI","Costa Rica","National",
22/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"CYP","Cyprus","National",
22/03/2020,"CZE","Czechia","National",
22/03/2020,"DEU","Germany","National",
22/03/2020,"DJI","Djibouti","National",
22/03/2020,"DNK","Denmark","National",
22/03/2020,"DOM","Dominican Republic","National",
22/03/2020,"DZA","Algeria","National",
22/03/2020,"ECU","Ecuador","National",
22/03/2020,"EGY","Egypt","National",
22/03/2020,"ESP","Spain","National",
22/03/2020,"EST","Estonia","National",
22/03/2020,"ETH","Ethiopia","National",
22/03/2020,"FIN","Finland","National",
22/03/2020,"FJI","Fiji","National",
22/03/2020,"FRA","France","National",
22/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
22/03/2020,"GAB","Gabon","National",
22/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
22/03/2020,"GEO","Georgia","National",
22/03/2020,"GHA","Ghana","National",
22/03/2020,"GMB","Gambia","National",
22/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"GRC","Greece","National",
22/03/2020,"GRD","Grenada","National",
22/03/2020,"GRL","Greenland","Localized",
22/03/2020,"GTM","Guatemala","National",
22/03/2020,"HND","Honduras","National",
22/03/2020,"HRV","Croatia","National",
22/03/2020,"HTI","Haiti","National",
22/03/2020,"HUN","Hungary","National",
22/03/2020,"IDN","Indonesia","Localized",
22/03/2020,"IND","India","National",
22/03/2020,"IRL","Ireland","National",
22/03/2020,"IRN","Iran (Islamic Republic of)","National",
22/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
22/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
22/03/2020,"ISR","Israel","National",
22/03/2020,"ITA","Italy","National",
22/03/2020,"JAM","Jamaica","National",
22/03/2020,"JOR","Jordan","National",
22/03/2020,"JPN","Japan","National",
22/03/2020,"KAZ","Kazakhstan","National",
22/03/2020,"KEN","Kenya","National",
22/03/2020,"KGZ","Kyrgyzstan ","National",
22/03/2020,"KHM","Cambodia","National",
22/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
22/03/2020,"KWT","Kuwait","National",
22/03/2020,"LAO","Lao PDR","National",
22/03/2020,"LBN","Lebanon","National",
22/03/2020,"LBR","Liberia","National",
22/03/2020,"LBY","Libya","National",
22/03/2020,"LCA","Saint Lucia","National",
22/03/2020,"LIE","Liechtenstein","National",
22/03/2020,"LKA","Sri Lanka","National",
22/03/2020,"LSO","Lesotho","National",
22/03/2020,"LTU","Lithuania","National",
22/03/2020,"LUX","Luxembourg","National",
22/03/2020,"LVA","Latvia","National",
22/03/2020,"MAR","Morocco","National",
22/03/2020,"MCO","Monaco","National",
22/03/2020,"MDA","Republic of Moldova","National",
22/03/2020,"MDG","Madagascar","National",
22/03/2020,"MDV","Maldives","National",
22/03/2020,"MKD","North Macedonia","National",
22/03/2020,"MLI","Mali","National",
22/03/2020,"MLT","Malta","National",
22/03/2020,"MMR","Myanmar","National",
22/03/2020,"MNE","Montenegro ","National",
22/03/2020,"MNG","Mongolia","National",
22/03/2020,"MRT","Mauritania ","National",
22/03/2020,"MSR","Montserrat","National",
22/03/2020,"MUS","Mauritius","National",
22/03/2020,"MYS","Malaysia","National",
22/03/2020,"NAM","Namibia  ","National",
22/03/2020,"NER","Niger","National",
22/03/2020,"NLD","Netherlands","National",
22/03/2020,"NOR","Norway","National",
22/03/2020,"NPL","Nepal","National",
22/03/2020,"PAK","Pakistan ","National",
22/03/2020,"PAN","Panama","National",
22/03/2020,"PER","Peru","National",
22/03/2020,"PHL","Philippines","Localized",
22/03/2020,"POL","Poland","National",
22/03/2020,"PRK","Democratic People's Republic of Korea","National",
22/03/2020,"PRT","Portugal","National",
22/03/2020,"PRY","Paraguay ","National",
22/03/2020,"PSE","Palestine","National",
22/03/2020,"QAT","Qatar","National",
22/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
22/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
22/03/2020,"RWA","Rwanda ","National",
22/03/2020,"SAU","Saudi Arabia","National",
22/03/2020,"SDN","Sudan","National",
22/03/2020,"SEN","Senegal","National",
22/03/2020,"SLV","El Salvador","National",
22/03/2020,"SMR","San Marino","National",
22/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"SRB","Serbia","National",
22/03/2020,"SSD","South Sudan","National","Data on enrolment in tertiary education programmes is not available."
