"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2012","Portugal","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","182.71",""
"2012","Portugal","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","984.65",""
"2012","Romania","Million euro","Current health care expenditure (CHE)","All financing schemes","6,281.85",""
"2012","Romania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,832.14",""
"2012","Romania","Million euro","Current health care expenditure (CHE)","Government schemes","626.87",""
"2012","Romania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,205.27",""
"2012","Romania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","40.80",""
"2012","Slovenia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2012","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2012","Slovenia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Slovenia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2012","Slovakia","Million euro","Current health care expenditure (CHE)","All financing schemes","5,550.07",""
"2012","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,005.45",""
"2012","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes","376.89",""
"2012","Slovakia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","3,628.56",""
"2012","Slovakia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","255.17",""
"2012","Finland","Million euro","Current health care expenditure (CHE)","All financing schemes","18,583.79",""
"2012","Finland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","14,270.23",""
"2012","Finland","Million euro","Current health care expenditure (CHE)","Government schemes","11,475.53",""
"2012","Finland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,794.70",""
"2012","Finland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","839.25",""
"2012","Sweden","Million euro","Current health care expenditure (CHE)","All financing schemes","46,305.88",""
"2012","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","38,703.48",""
"2012","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes","38,703.48",""
"2012","Sweden","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2012","Sweden","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","469.32",""
"2012","United Kingdom","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2012","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2012","United Kingdom","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","United Kingdom","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2012","Iceland","Million euro","Current health care expenditure (CHE)","All financing schemes","939.05",""
"2012","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","750.62",""
"2012","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes","750.62",""
"2012","Iceland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2012","Iceland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","14.04",""
"2012","Liechtenstein","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2012","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2012","Liechtenstein","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Liechtenstein","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2012","Norway","Million euro","Current health care expenditure (CHE)","All financing schemes","34,806.36",""
"2012","Norway","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","29,500.21",""
"2012","Norway","Million euro","Current health care expenditure (CHE)","Government schemes","29,500.21",""
"2012","Norway","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Norway","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","154.78",""
"2012","Switzerland","Million euro","Current health care expenditure (CHE)","All financing schemes","57,469.49",""
"2012","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","36,520.19",""
"2012","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes","13,220.53",""
"2012","Switzerland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","23,299.66",""
"2012","Switzerland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,395.40",""
"2012","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","Belgium","Million euro","Current health care expenditure (CHE)","All financing schemes","40,684.27",""
"2013","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","31,586.63",""
"2013","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes","4,488.16",""
"2013","Belgium","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","27,098.47",""
"2013","Belgium","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","1,762.65",""
"2013","Bulgaria","Million euro","Current health care expenditure (CHE)","All financing schemes","3,293.43",""
"2013","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,701.82",""
"2013","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes","306.04",""
"2013","Bulgaria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,395.78",""
"2013","Bulgaria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","40.39",""
"2013","Czechia","Million euro","Current health care expenditure (CHE)","All financing schemes","12,314.41",""
"2013","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","10,296.20",""
"2013","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes","1,577.52",""
"2013","Czechia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8,718.68",""
"2013","Czechia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","345.19",""
"2013","Denmark","Million euro","Current health care expenditure (CHE)","All financing schemes","26,313.05",""
"2013","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","22,171.68",""
"2013","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes","22,171.68",""
"2013","Denmark","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2013","Denmark","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","507.51",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","All financing schemes","308,962.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","258,750.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes","20,718.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","238,032.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","9,665.00",""
"2013","Estonia","Million euro","Current health care expenditure (CHE)","All financing schemes","1,137.77",""
"2013","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","860.23",""
"2013","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes","124.32",""
"2013","Estonia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","735.91",""
"2013","Estonia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","20.11",""
"2013","Ireland","Million euro","Current health care expenditure (CHE)","All financing schemes","18,505.51",""
"2013","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","13,173.25",""
"2013","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes","13,113.14",""
"2013","Ireland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","60.10",""
"2013","Ireland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,689.94",""
"2013","Greece","Million euro","Current health care expenditure (CHE)","All financing schemes","15,201.44",""
"2013","Greece","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","9,445.84",""
"2013","Greece","Million euro","Current health care expenditure (CHE)","Government schemes","4,638.58",""
"2013","Greece","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,807.26",""
"2013","Greece","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","509.72",""
"2013","Spain","Million euro","Current health care expenditure (CHE)","All financing schemes","92,518.83",""
"2013","Spain","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","65,694.76",""
"2013","Spain","Million euro","Current health care expenditure (CHE)","Government schemes","61,635.32",""
"2013","Spain","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,059.44",""
"2013","Spain","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,634.96",""
"2013","France","Million euro","Current health care expenditure (CHE)","All financing schemes","242,116.05",""
"2013","France","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","184,791.20",""
"2013","France","Million euro","Current health care expenditure (CHE)","Government schemes","12,390.23",""
"2013","France","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","172,400.92",""
"2013","France","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","33,285.74",""
"2013","Croatia","Million euro","Current health care expenditure (CHE)","All financing schemes","2,855.23",""
"2013","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,423.09",""
"2013","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes","77.39",""
"2013","Croatia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,345.70",""
"2013","Croatia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","179.96",""
"2013","Italy","Million euro","Current health care expenditure (CHE)","All financing schemes","143,648.00",""
"2013","Italy","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","109,254.00",""
"2013","Italy","Million euro","Current health care expenditure (CHE)","Government schemes","108,748.00",""
"2013","Italy","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","506.00",""
"2013","Italy","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","3,132.00",""
"2013","Cyprus","Million euro","Current health care expenditure (CHE)","All financing schemes","1,251.96",""
"2013","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","576.04",""
"2013","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes","567.86",""
"2013","Cyprus","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8.18",""
"2013","Cyprus","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","130.89",""
"2013","Latvia","Million euro","Current health care expenditure (CHE)","All financing schemes","1,232.72",""
"2013","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","739.80",""
"2013","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes","739.80",""
"2013","Latvia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Latvia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","18.67",""
"2013","Lithuania","Million euro","Current health care expenditure (CHE)","All financing schemes","2,146.52",""
"2013","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,422.06",""
"2013","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes","188.98",""
"2013","Lithuania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,233.07",""
"2013","Lithuania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","19.06",""
"2013","Luxembourg","Million euro","Current health care expenditure (CHE)","All financing schemes","2,638.21",""
"2013","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,200.03",""
"2013","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes","98.04",""
"2013","Luxembourg","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,101.99",""
"2013","Luxembourg","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","109.15",""
"2013","Hungary","Million euro","Current health care expenditure (CHE)","All financing schemes","7,396.44",""
"2013","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,929.62",""
"2013","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes","655.41",""
"2013","Hungary","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,274.21",""
"2013","Hungary","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","369.16",""
"2013","Malta","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","Malta","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","Malta","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","Malta","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Malta","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","Netherlands","Million euro","Current health care expenditure (CHE)","All financing schemes","69,900.51",""
"2013","Netherlands","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","56,722.06",""
"2013","Netherlands","Million euro","Current health care expenditure (CHE)","Government schemes","3,479.41",""
"2013","Netherlands","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","53,242.65",""
"2013","Netherlands","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","5,115.67",""
"2013","Austria","Million euro","Current health care expenditure (CHE)","All financing schemes","33,316.59",""
"2013","Austria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","24,656.34",""
"2013","Austria","Million euro","Current health care expenditure (CHE)","Government schemes","10,144.00",""
"2013","Austria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","14,512.34",""
"2013","Austria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,273.05",""
"2013","Poland","Million euro","Current health care expenditure (CHE)","All financing schemes","25,166.20",""
"2013","Poland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","17,781.81",""
"2013","Poland","Million euro","Current health care expenditure (CHE)","Government schemes","2,509.49",""
"2013","Poland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","15,272.32",""
"2013","Poland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","1,433.74",""
"2013","Portugal","Million euro","Current health care expenditure (CHE)","All financing schemes","15,476.70",""
"2013","Portugal","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","10,357.38",""
"2013","Portugal","Million euro","Current health care expenditure (CHE)","Government schemes","10,175.67",""
"2013","Portugal","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","181.71",""
"2013","Portugal","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","945.90",""
"2013","Romania","Million euro","Current health care expenditure (CHE)","All financing schemes","7,467.03",""
"2013","Romania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","5,924.24",""
"2013","Romania","Million euro","Current health care expenditure (CHE)","Government schemes","965.00",""
"2013","Romania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,959.25",""
"2013","Romania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","36.22",""
"2013","Slovenia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2013","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2013","Slovenia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Slovenia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2013","Slovakia","Million euro","Current health care expenditure (CHE)","All financing schemes","5,583.37",""
"2013","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,143.16",""
"2013","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes","371.58",""
"2013","Slovakia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","3,771.58",""
"2013","Slovakia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","138.08",""
"2013","Finland","Million euro","Current health care expenditure (CHE)","All financing schemes","19,327.84",""
"2013","Finland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","14,815.95",""
"2013","Finland","Million euro","Current health care expenditure (CHE)","Government schemes","12,026.97",""
"2013","Finland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,788.98",""
"2013","Finland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","853.00",""
"2013","Sweden","Million euro","Current health care expenditure (CHE)","All financing schemes","48,371.96",""
"2013","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","40,334.62",""
"2013","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes","40,334.62",""
"2013","Sweden","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Sweden","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","522.57",""
"2013","United Kingdom","Million euro","Current health care expenditure (CHE)","All financing schemes","202,539.86",""
"2013","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","160,787.79",""
"2013","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes","160,787.79",""
"2013","United Kingdom","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2013","United Kingdom","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","11,300.02",""
"2013","Iceland","Million euro","Current health care expenditure (CHE)","All financing schemes","991.84",""
"2013","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","795.88",""
"2013","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes","795.88",""
"2013","Iceland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2013","Iceland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","14.87",""
"2013","Liechtenstein","Million euro","Current health care expenditure (CHE)","All financing schemes","288.53",""
"2013","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","184.36",""
"2013","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes","43.46",""
"2013","Liechtenstein","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","140.90",""
"2013","Liechtenstein","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","39.04",""
"2013","Norway","Million euro","Current health care expenditure (CHE)","All financing schemes","35,129.57",""
"2013","Norway","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","29,868.19",""
"2013","Norway","Million euro","Current health care expenditure (CHE)","Government schemes","29,868.19",""
"2013","Norway","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","Norway","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","134.50",""
"2013","Switzerland","Million euro","Current health care expenditure (CHE)","All financing schemes","58,648.21",""
"2013","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","37,602.30",""
"2013","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes","13,070.55",""
"2013","Switzerland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","24,531.75",""
"2013","Switzerland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,420.52",""
"2013","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","All financing schemes","1,289.16",""
"2013","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","910.28",""
"2013","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes","27.15",""
"2013","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","883.13",""
"2013","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","3.37",""
"2014","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,178,490.83",""
"2014","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","920,200.58",""
"2014","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes","336,148.90",""
"2014","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2014","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","71,052.31",""
